,informant,start,end,filename,corpus,text,gender,age,age_group
20180618_enm1930-2862352-2866656,Interviewer,2862.352,2866.656,audio_files/20180618_enm1930-2862352-2866656.wav,standart,"Ладно, баб Жень, утомили мы вас.",,,
20180618_zii1932_a-502650-505210,зии1932,502.65,505.21,audio_files/20180618_zii1932_a-502650-505210.wav,opochka,"Их не... он не один, но остался.",,,
20180618_zii1932_a-1415747-1417864,зии1932,1415.747,1417.864,audio_files/20180618_zii1932_a-1415747-1417864.wav,opochka,ни одна деревня не горела:,,,
04072022_MLI1941_Melikhovskaya-2883080-2883810,Interviewer,2883.08,2883.81,audio_files/04072022_MLI1941_Melikhovskaya-2883080-2883810.wav,standart,Угу. ,,,
04072022_MLI1941_Melikhovskaya-1381937-1383474,Interviewer,1381.937,1383.474,audio_files/04072022_MLI1941_Melikhovskaya-1381937-1383474.wav,standart,Угощение носили? ,,,
020721_VIK1941_Razdorskaya-665193-669886,VIK1941,665.193,669.886,audio_files/020721_VIK1941_Razdorskaya-665193-669886.wav,don_rnd,"Вот приезжает ломать, а он вот он, приехал, бричка.  ",,,
20180618_zii1932_a-1103551-1104853,зии1932,1103.551,1104.853,audio_files/20180618_zii1932_a-1103551-1104853.wav,opochka,Двадцать километров?,,,
Sib_08-f_16.72_17.97,Sib_08-f,16.72,17.97,./trimmed/Sib_08-f_16.72_17.97.wav,standart,с Люком играли они.,f,48.0,elderly
04072022_MLI1941_Melikhovskaya-1951770-1955590,tx@MLI1941,1951.77,1955.59,audio_files/04072022_MLI1941_Melikhovskaya-1951770-1955590.wav,don_rnd,"Я вот здесь на пекарне как раз работала, и пироги пекли. ",,,
Sib_15-f_136.53_138.52,Sib_15-f,136.53,138.52,./trimmed/Sib_15-f_136.53_138.52.wav,standart,"∙∙∙ И ведь мы ж даже не предупреждали,,,",f,70.0,elderly
Sib_10-m_83.7_85.8,Sib_10-m,83.7,85.8,./trimmed/Sib_10-m_83.7_85.8.wav,standart,"∙∙ эээ уже на следующее утро,",m,44.0,middle
04072022_MLI1941_Melikhovskaya-1501925-1508352,tx@MLI1941,1501.925,1508.352,audio_files/04072022_MLI1941_Melikhovskaya-1501925-1508352.wav,don_rnd,"Благовещение -- это, седьмого же числа бывает Благовещение, вот. ",,,
20180618_zii1932_a-1168005-1171127,зии1932,1168.005,1171.127,audio_files/20180618_zii1932_a-1168005-1171127.wav,opochka,"Теперь, теперь все (вси) живут только на одну пенсию.",,,
Keba_MAS1916_2-867558-868352,Interviewer,867.558,868.352,audio_files/Keba_MAS1916_2-867558-868352.wav,standart,Да. ,,,
04072022_MLI1941_Melikhovskaya-1781977-1784918,tx@MLI1941,1781.977,1784.918,audio_files/04072022_MLI1941_Melikhovskaya-1781977-1784918.wav,don_rnd,"Ложу, чтоб одна рыбка была и все. ",,,
Sib_08-f_114.35_116.14,Sib_08-f,114.35,116.14,./trimmed/Sib_08-f_114.35_116.14.wav,standart,"∙∙∙ Как они носились!,",f,48.0,elderly
20180618_enm1930-768605-770891,енм1930,768.605,770.891,audio_files/20180618_enm1930-768605-770891.wav,opochka,Колхоз есть колхоз.,,,
20180618_zii1932_a-6168967-6171721,зии1932,6168.967,6171.721,audio_files/20180618_zii1932_a-6168967-6171721.wav,opochka,"во Пскове четыре года отучилась,",,,
20180619_vav1949-49000-50705,вав1949,49.0,50.705,audio_files/20180619_vav1949-49000-50705.wav,opochka,"При мо= рождении, моё рождение.",,,
04072022_MLI1941_Melikhovskaya-1927280-1927850,Interviewer,1927.28,1927.85,audio_files/04072022_MLI1941_Melikhovskaya-1927280-1927850.wav,standart,Угу. ,,,
Keba_MAS1916_2-2143281-2144573,MAS1916,2143.281,2144.573,audio_files/Keba_MAS1916_2-2143281-2144573.wav,keba,Кверху-то пошла? ,,,
Keba_KMV1919-44762-53164,KMV1919,44.762,53.164,audio_files/Keba_KMV1919-44762-53164.wav,keba,"потом выступали мы, все, и всех она нас смотрела, и вот нас выбрала.  ",,,
20180618_zii1932_a-3343530-3344472,зии1932,3343.53,3344.472,audio_files/20180618_zii1932_a-3343530-3344472.wav,opochka,проведёт,,,
Keba_KMV1919-112281-122474,KMV1919,112.281,122.474,audio_files/Keba_KMV1919-112281-122474.wav,keba,"Вот больше чего - всё! Выступаем так вот ездим, по= по сельсовету ездим, вот в Коми
         уже ездили два раза, три раза в Коми ездили,  ",,,
20180618_zii1932_a-3384403-3385991,зии1932,3384.403,3385.991,audio_files/20180618_zii1932_a-3384403-3385991.wav,opochka,Он держит хозяйство.,,,
Keba_MAS1916_1-917662-934374,MAS1916,917.662,934.374,audio_files/Keba_MAS1916_1-917662-934374.wav,keba,"Вот, говорит, сели, посидели, ворота [] окрылись, лошадь заехала, и оглоблей р= стали
         распряга= распрягать, оглобли - стук, на поветь пали, лошадь распрягли, увели и во
         двор завели. ",,,
04072022_MLI1941_Melikhovskaya-2734950-2742130,tx@MLI1941,2734.95,2742.13,audio_files/04072022_MLI1941_Melikhovskaya-2734950-2742130.wav,don_rnd,"А я п= просила: Баба Дуня, научите меня, а она сказала, что это, Любочка, передается
         один раз. ",,,
20180618_zii1932_a-3741741-3743253,зии1932,3741.741,3743.253,audio_files/20180618_zii1932_a-3741741-3743253.wav,opochka,А Настя уехала.,,,
Keba_MAS1916_2-2863589-2864134,Other,2863.589,2864.134,audio_files/Keba_MAS1916_2-2863589-2864134.wav,keba,Да.  ,,,
Keba_MAS1916_2-1058050-1062471,MAS1916,1058.05,1062.471,audio_files/Keba_MAS1916_2-1058050-1062471.wav,keba,"Ох-ох, бегала-бегала дак. Поди ты! ",,,
Keba_MAS1916_2-1579802-1581228,MAS1916,1579.802,1581.228,audio_files/Keba_MAS1916_2-1579802-1581228.wav,keba,Восемьдесят пять лет жила. ,,,
20180618_enm1930-2920118-2924912,енм1930,2920.118,2924.912,audio_files/20180618_enm1930-2920118-2924912.wav,opochka,"А эта <йета> девочка... Сколько, дочушка, тебе лет?",,,
20180618_zii1932_a-3870975-3873347,зии1932,3870.975,3873.347,audio_files/20180618_zii1932_a-3870975-3873347.wav,opochka,"Да, нынче, ну...",,,
04072022_TNG1957_Melikhovskaya-3584619-3585439,TNG1957,3584.619,3585.439,audio_files/04072022_TNG1957_Melikhovskaya-3584619-3585439.wav,don_rnd,На завтрак. ,,,
20180618_zii1932_a-6649182-6653384,зии1932,6649.182,6653.384,audio_files/20180618_zii1932_a-6649182-6653384.wav,opochka,"Витя говорит: ""Я себе ботинки куплю дешевле намного, как ему"".",,,
020721_VIK1941_Razdorskaya-1744374-1750033,VIK1941,1744.374,1750.033,audio_files/020721_VIK1941_Razdorskaya-1744374-1750033.wav,don_rnd,"а так – где же бы брали. И масло это, и ничего же не было.  ",,,
20180618_zii1932_a-985047-985850,Interviewer,985.047,985.85,audio_files/20180618_zii1932_a-985047-985850.wav,standart,"Ну, мальчик.",,,
Keba_KMV1919-2689920-2704794,KMV1919,2689.92,2704.794,audio_files/Keba_KMV1919-2689920-2704794.wav,keba,"А и вот это я, так вот всё с ей дружили, а она в ту сторону по Мезени-реки двести
         километров, а я по Вашке восемьдесят, так у нас расстояние с ей двести восемьдесят
         километров.  ",,,
20180618_enm1930-521668-530554,енм1930,521.668,530.554,audio_files/20180618_enm1930-521668-530554.wav,opochka,"Сегодня две гуляло. Соседовы. Они приезжие, не местные.",,,
04072022_TNG1957_Melikhovskaya-6518889-6520909,TNG1957,6518.889,6520.909,audio_files/04072022_TNG1957_Melikhovskaya-6518889-6520909.wav,don_rnd,"Ну, на столах же все пооставалося. ",,,
04072022_TNG1957_Melikhovskaya-2833259-2837279,TNG1957,2833.259,2837.279,audio_files/04072022_TNG1957_Melikhovskaya-2833259-2837279.wav,don_rnd,"А в платочке три рубля, три рубля. ",,,
020721_VIK1941_Razdorskaya-5699749-5705782,VIK1941,5699.749,5705.782,audio_files/020721_VIK1941_Razdorskaya-5699749-5705782.wav,don_rnd,"А потом как зайдём в квартиру, так я сразу объявление и пишу на свою квартиру,  ",,,
Keba_MAS1916_2-1442905-1448090,MAS1916,1442.905,1448.09,audio_files/Keba_MAS1916_2-1442905-1448090.wav,keba,"Дак каково, но-ко, все девки, ни один парень нету! И все девки. ",,,
Keba_MAS1916_1-963025-964736,MAS1916,963.025,964.736,audio_files/Keba_MAS1916_1-963025-964736.wav,keba,"Да, на Резю ушёл. ",,,
Sib_07-f_27.57_29.65,Sib_07-f,27.57,29.65,./trimmed/Sib_07-f_27.57_29.65.wav,standart,— появился такой яркий-яркий пучок света’.,f,42.0,middle
20180618_enm1930-1775852-1780957,енм1930,1775.852,1780.957,audio_files/20180618_enm1930-1775852-1780957.wav,opochka,"Ну, по ярманке, по ярманке как: вот, в деревнях.",,,
20180618_enm1930-307484-310613,Interviewer,307.484,310.613,audio_files/20180618_enm1930-307484-310613.wav,standart,Порядино - большая деревня?,,,
20180618_zii1932_a-1146638-1150626,зии1932,1146.638,1150.626,audio_files/20180618_zii1932_a-1146638-1150626.wav,opochka,"молотили, в огородах сеяли рожь,",,,
20180618_enm1930-2582958-2587658,енм1930,2582.958,2587.658,audio_files/20180618_enm1930-2582958-2587658.wav,opochka,"Приедет, откроет, поживёт, закроет, поедет.",,,
Sib_09-m_134.37_134.93,Sib_09-m,134.37,134.93,./trimmed/Sib_09-m_134.37_134.93.wav,standart,"оказывается,",m,41.0,middle
Keba_MAS1916_2-536676-543293,MAS1916,536.676,543.293,audio_files/Keba_MAS1916_2-536676-543293.wav,keba,"И меня поставили за старшую. Дак я в тот год-то была дома, в этот год-то, на пожню-то
         не ездила. ",,,
Keba_KMV1919-3312870-3322183,KMV1919,3312.87,3322.183,audio_files/Keba_KMV1919-3312870-3322183.wav,keba,"Дак я на его вот паром дак вот так близко подошёл, дак я прыгнула на свой-то паром,
         прямо вот ноги хватили, расширила ноги, и заскочила,  ",,,
20180618_zii1932_a-6086262-6090262,зии1932,6086.262,6090.262,audio_files/20180618_zii1932_a-6086262-6090262.wav,opochka,"У нас-то тут близко нет молодёжи, так я",,,
04072022_TNG1957_Melikhovskaya-6912679-6914562,TNG1957,6912.679,6914.562,audio_files/04072022_TNG1957_Melikhovskaya-6912679-6914562.wav,don_rnd,даже кольца не покупали. ,,,
Keba_MAS1916_1-503077-503871,Other,503.077,503.871,audio_files/Keba_MAS1916_1-503077-503871.wav,keba,Вот. ,,,
04072022_TNG1957_Melikhovskaya-1709870-1713800,TNG1957,1709.87,1713.8,audio_files/04072022_TNG1957_Melikhovskaya-1709870-1713800.wav,don_rnd,Да и лелюшки. ,,,
20180618_zii1932_a-1425580-1429310,зии1932,1425.58,1429.31,audio_files/20180618_zii1932_a-1425580-1429310.wav,opochka,"А потом нас отправили вот в ту деревню, куда я замуж-от вышла.",,,
Keba_MAS1916_2-2554432-2558161,MAS1916,2554.432,2558.161,audio_files/Keba_MAS1916_2-2554432-2558161.wav,keba,"Да: где гриб вырос, тут и выгниет. Вот так! ",,,
Keba_KMV1919-2595308-2602548,KMV1919,2595.308,2602.548,audio_files/Keba_KMV1919-2595308-2602548.wav,keba,"Вот и воздушная тревога тут один вечер, наверное, в августе, конце августа, наверное,
         это было, но не знаю, какое число,  ",,,
Keba_KMV1919-474960-479724,KMV1919,474.96,479.724,audio_files/Keba_KMV1919-474960-479724.wav,keba,"а сено-то и не вдоволь, а отруби ле хлеб дак и скотинка не видала тогда,  ",,,
20180618_zii1932_a-6562223-6564581,зии1932,6562.223,6564.581,audio_files/20180618_zii1932_a-6562223-6564581.wav,opochka,через этот мост новый.,,,
Keba_KMV1919-921409-933955,KMV1919,921.409,933.955,audio_files/Keba_KMV1919-921409-933955.wav,keba,"А у нас не автопоилки не были, мы всё вёдрами волочили, всё вёдрами, да парево-то
         из гумна несём, да солому-то несём, да сено несём, всё беремя, дак зубы-то вот и нету.
         Вот так. ",,,
20180618_zii1932_a-6738428-6741630,зии1932,6738.428,6741.63,audio_files/20180618_zii1932_a-6738428-6741630.wav,opochka,У нас колхоз был один миллионер,,,
Keba_KMV1919-2192392-2196654,KMV1919,2192.392,2196.654,audio_files/Keba_KMV1919-2192392-2196654.wav,keba,"ушли, а тут боле одна остановк= одна станция и боле тайбола,  ",,,
Keba_KMV1919-2355342-2364530,KMV1919,2355.342,2364.53,audio_files/Keba_KMV1919-2355342-2364530.wav,keba,"одна пошла по ручьям, телефон звонила, на стены был, ручкой вертели, ничего не дозвонилась
         в Лешуконское,  ",,,
Keba_MAS1916_2-3499205-3501263,MAS1916,3499.205,3501.263,audio_files/Keba_MAS1916_2-3499205-3501263.wav,keba,"Может, и закрыта у них труба-то.  ",,,
04072022_MLI1941_Melikhovskaya-437511-437937,Interviewer,437.511,437.937,audio_files/04072022_MLI1941_Melikhovskaya-437511-437937.wav,standart,Угу. ,,,
Keba_KMV1919-1083812-1087305,KMV1919,1083.812,1087.305,audio_files/Keba_KMV1919-1083812-1087305.wav,keba,"те пачеси, последние-то, те пачеси.  ",,,
Sib_01-f_112.45_114.44,Sib_01-f,112.45,114.44,./trimmed/Sib_01-f_112.45_114.44.wav,standart,∙∙∙ {ЦОКАНЬЕ} ∙∙ Покупались...,f,19.0,young
20180618_zii1932_a-5214129-5217533,зии1932,5214.129,5217.533,audio_files/20180618_zii1932_a-5214129-5217533.wav,opochka,"А вот сегодня говорил, что я в неё (йей) спрашивал, что",,,
Keba_KMV1919-2227548-2234540,KMV1919,2227.548,2234.54,audio_files/Keba_KMV1919-2227548-2234540.wav,keba,"и я тут четыре дня жила, питалась, дак и досыта-то есть не смеем - зажмёт, не ел дак.
          ",,,
20180618_zii1932_a-3824358-3828590,зии1932,3824.358,3828.59,audio_files/20180618_zii1932_a-3824358-3828590.wav,opochka,"Ну так вас... вы кто сюда, а кто в другие де= (деревни) пошли?",,,
Sib_10-m_70.85_75.21,Sib_10-m,70.85,75.21,./trimmed/Sib_10-m_70.85_75.21.wav,standart,"∙∙∙ ээ ночью-у ∙∙ ǝподготовили ∙∙ мм ээ ’’ всё открыли,",m,44.0,middle
04072022_MLI1941_Melikhovskaya-1070146-1072933,tx@MLI1941,1070.146,1072.933,audio_files/04072022_MLI1941_Melikhovskaya-1070146-1072933.wav,don_rnd,"Мы с= да, и стоим с букетами. ",,,
20180618_zii1932_a-1462289-1464638,зии1932,1462.289,1464.638,audio_files/20180618_zii1932_a-1462289-1464638.wav,opochka,"Ну, а партизаны, знаете, какие были?",,,
Keba_KMV1919-1928453-1934448,KMV1919,1928.453,1934.448,audio_files/Keba_KMV1919-1928453-1934448.wav,keba,"а мы голоднёшеньки троима зашли, и тут ей выменяли много, я продала сама,  ",,,
20180619_vav1949-81598-84097,Interviewer,81.598,84.097,audio_files/20180619_vav1949-81598-84097.wav,standart,Лет двадцать. А сюда когда приехали?,,,
04072022_TNG1957_Melikhovskaya-5448439-5450386,TNG1957,5448.439,5450.386,audio_files/04072022_TNG1957_Melikhovskaya-5448439-5450386.wav,don_rnd,Ну сейчас-то нет невинности. ,,,
20180618_zii1932_a-3574390-3577245,зии1932,3574.39,3577.245,audio_files/20180618_zii1932_a-3574390-3577245.wav,opochka,"Берите пряники, чего вы стесняетесь!",,,
Keba_MAS1916_2-2607163-2608706,Interviewer,2607.163,2608.706,audio_files/Keba_MAS1916_2-2607163-2608706.wav,standart,Конечно. ,,,
Keba_KMV1919-1252598-1263816,KMV1919,1252.598,1263.816,audio_files/Keba_KMV1919-1252598-1263816.wav,keba,"Ты бесёду присрамишь, да мы припевкой припоём, припевку пропоём да тебя к лавке прикуём,
         да лавка, лавка упала, да Анна за Ивана вот и попала.  ",,,
020721_VIK1941_Razdorskaya-5616516-5624232,VIK1941,5616.516,5624.232,audio_files/020721_VIK1941_Razdorskaya-5616516-5624232.wav,don_rnd,"Нет, ничего не дарили. Кроме, как повенчаются, кольцо и всё. ",,,
020721_VIK1941_Razdorskaya-5820377-5822232,Interviewer,5820.377,5822.232,audio_files/020721_VIK1941_Razdorskaya-5820377-5822232.wav,standart,С кем свататься поехали? ,,,
Keba_MAS1916_1-174638-177709,MAS1916,174.638,177.709,audio_files/Keba_MAS1916_1-174638-177709.wav,keba,"""Топите скорей баню! Топите скорей баню!"" ",,,
Keba_KMV1919-2096630-2106861,KMV1919,2096.63,2106.861,audio_files/Keba_KMV1919-2096630-2106861.wav,keba,"Кушники-то? Кушники-то - это самовар греют, вот кто прохожие придут, да печь топят,
         чтобы было тепло, в избе-то. Где мы придём да сразу печка?  ",,,
20180618_zii1932_a-3860789-3862099,зии1932,3860.789,3862.099,audio_files/20180618_zii1932_a-3860789-3862099.wav,opochka,Сто двадцать рублей.,,,
Sib_05-m_148.92_152.33,Sib_05-m,148.92,152.33,./trimmed/Sib_05-m_148.92_152.33.wav,standart,"∙∙∙∙ Ну всё-таки мы нашли этот место,",m,22.0,young
04072022_TNG1957_Melikhovskaya-1120480-1121260,TNG1957,1120.48,1121.26,audio_files/04072022_TNG1957_Melikhovskaya-1120480-1121260.wav,don_rnd,Любой. ,,,
20180618_enm1930-28024-30421,енм1930,28.024,30.421,audio_files/20180618_enm1930-28024-30421.wav,opochka,"Ой, сынок, я забыла как...",,,
Sib_10-m_148.31_149.68,Sib_10-m,148.31,149.68,./trimmed/Sib_10-m_148.31_149.68.wav,standart,"сейчас должны подъехать-подъехать.»,",m,44.0,middle
20180618_zii1932_a-2785862-2787380,зии1932,2785.862,2787.38,audio_files/20180618_zii1932_a-2785862-2787380.wav,opochka,Потом попью.,,,
04072022_MLI1941_Melikhovskaya-1140551-1141154,Interviewer,1140.551,1141.154,audio_files/04072022_MLI1941_Melikhovskaya-1140551-1141154.wav,standart,Угу. ,,,
Sib_07-f_83.54_86.28,Sib_07-f,83.54,86.28,./trimmed/Sib_07-f_83.54_86.28.wav,standart,∙∙ Потом мы на этом же полигоне делали съёмку.,f,42.0,middle
04072022_TNG1957_Melikhovskaya-6643033-6647080,TNG1957,6643.033,6647.08,audio_files/04072022_TNG1957_Melikhovskaya-6643033-6647080.wav,don_rnd,"И на второй день все равно же его как продавали, каравай, платили же. ",,,
04072022_TNG1957_Melikhovskaya-5349712-5352152,TNG1957,5349.712,5352.152,audio_files/04072022_TNG1957_Melikhovskaya-5349712-5352152.wav,don_rnd,"И не была на свадьбе, потому что, ну как вот, мы ",,,
04072022_TNG1957_Melikhovskaya-3756593-3760446,TNG1957,3756.593,3760.446,audio_files/04072022_TNG1957_Melikhovskaya-3756593-3760446.wav,don_rnd,"Ну вот, придешь сдавать отчет, она сидит, зараза, цепляется, экономист. ",,,
04072022_TNG1957_Melikhovskaya-6597013-6604408,TNG1957,6597.013,6604.408,audio_files/04072022_TNG1957_Melikhovskaya-6597013-6604408.wav,don_rnd,"сваха с дружко, это, сватья с дружко вели отчет перед всеми остальными: сколько денег
         надарили, сколько отрезов на платье. ",,,
04072022_TNG1957_Melikhovskaya-4302679-4305679,TNG1957,4302.679,4305.679,audio_files/04072022_TNG1957_Melikhovskaya-4302679-4305679.wav,don_rnd,"Ну, может, что-то там и контролировал. ",,,
04072022_MLI1941_Melikhovskaya-1230050-1234322,tx@MLI1941,1230.05,1234.322,audio_files/04072022_MLI1941_Melikhovskaya-1230050-1234322.wav,don_rnd,"Будут, кто желает, исповедуются, причащаться все. ",,,
04072022_TNG1957_Melikhovskaya-6919179-6923233,TNG1957,6919.179,6923.233,audio_files/04072022_TNG1957_Melikhovskaya-6919179-6923233.wav,don_rnd,"Потому что жили незажиточно, жили бедненько в сельской местности. ",,,
04072022_TNG1957_Melikhovskaya-3257639-3261332,TNG1957,3257.639,3261.332,audio_files/04072022_TNG1957_Melikhovskaya-3257639-3261332.wav,don_rnd,"Бессовестные, мою запись использовали. Ну и я в ответ говорю. ",,,
Keba_MAS1916_1-86158-93955,MAS1916,86.158,93.955,audio_files/Keba_MAS1916_1-86158-93955.wav,keba,"Но, ладно, Фёкла пришла, и ничего не принесла сперва-то, а потом побежала за жердью,
          ",,,
04072022_TNG1957_Melikhovskaya-5548073-5550439,TNG1957,5548.073,5550.439,audio_files/04072022_TNG1957_Melikhovskaya-5548073-5550439.wav,don_rnd,Мы когда мы с= приехали рано. ,,,
Keba_MAS1916_2-3451278-3452747,MAS1916,3451.278,3452.747,audio_files/Keba_MAS1916_2-3451278-3452747.wav,keba,У тебя ноне никто не живёт?  ,,,
20180618_zii1932_a-2586016-2588877,зии1932,2586.016,2588.877,audio_files/20180618_zii1932_a-2586016-2588877.wav,opochka,Вот баба посидела - и не встать.,,,
Sib_01-f_124.34_126.56,Sib_01-f,124.34,126.56,./trimmed/Sib_01-f_124.34_126.56.wav,standart,"и-и ∙∙∙ потом пошли спать,",f,19.0,young
20180618_zii1932_a-5348523-5353417,зии1932,5348.523,5353.417,audio_files/20180618_zii1932_a-5348523-5353417.wav,opochka,"Беру семь литров молока в неё (йей) всегда, делаю творог",,,
020721_VIK1941_Razdorskaya-5673582-5680899,VIK1941,5673.582,5680.899,audio_files/020721_VIK1941_Razdorskaya-5673582-5680899.wav,don_rnd,"Баба, как зайдём в квартиру, так и будет внучек тебе, правнучек тебе,  ",,,
20180618_enm1930-1003341-1012894,енм1930,1003.341,1012.894,audio_files/20180618_enm1930-1003341-1012894.wav,opochka,"Ну сколько попасутся: месяц, две недели, бросают - других цыгане.",,,
20180618_zii1932_a-476237-480190,зии1932,476.237,480.19,audio_files/20180618_zii1932_a-476237-480190.wav,opochka,С тридцать второго - в шестидесятом году.,,,
20180618_enm1930-1484442-1487525,Interviewer,1484.442,1487.525,audio_files/20180618_enm1930-1484442-1487525.wav,standart,"Баб Жень, мы вот здесь на две недели.",,,
20180618_zii1932_a-5626330-5628295,Interviewer,5626.33,5628.295,audio_files/20180618_zii1932_a-5626330-5628295.wav,standart,Полседьмого ещё только.,,,
Keba_MAS1916_2-2048402-2051947,MAS1916,2048.402,2051.947,audio_files/Keba_MAS1916_2-2048402-2051947.wav,keba,"Дак вот - стоят сосны да ёлки, дак вот и ельник называется.  ",,,
04072022_TNG1957_Melikhovskaya-5071893-5073979,TNG1957,5071.893,5073.979,audio_files/04072022_TNG1957_Melikhovskaya-5071893-5073979.wav,don_rnd,"М-м, готовили каждый. ",,,
Keba_MAS1916_2-2387787-2392527,MAS1916,2387.787,2392.527,audio_files/Keba_MAS1916_2-2387787-2392527.wav,keba,"Сей год все до одного увели, прошлый год остались были, а сей год все до одного увели. ",,,
20180618_zii1932_a-176199-177549,зии1932,176.199,177.549,audio_files/20180618_zii1932_a-176199-177549.wav,opochka,С шестнадцати.,,,
020721_VIK1941_Razdorskaya-5364099-5369174,VIK1941,5364.099,5369.174,audio_files/020721_VIK1941_Razdorskaya-5364099-5369174.wav,don_rnd,"вот неделю работает, а в субботу наряжается,  ",,,
Keba_MAS1916_2-2327425-2333626,MAS1916,2327.425,2333.626,audio_files/Keba_MAS1916_2-2327425-2333626.wav,keba,"Дак с= как! Сп= По реки, гонки, наплотят и, катера таскают. ",,,
Keba_MAS1916_1-610816-619485,MAS1916,610.816,619.485,audio_files/Keba_MAS1916_1-610816-619485.wav,keba,"но, мати дала в няньки, она пришла водиться, у него жёнка была маленькая, с Карощельи,
          ",,,
20180618_zii1932_a-3003150-3003818,зии1932,3003.15,3003.818,audio_files/20180618_zii1932_a-3003150-3003818.wav,opochka,Да.,,,
Keba_MAS1916_2-3531896-3532160,MAS1916,3531.896,3532.16,audio_files/Keba_MAS1916_2-3531896-3532160.wav,keba, Все?  ,,,
20180619_vav1949-527418-528359,вав1949,527.418,528.359,audio_files/20180619_vav1949-527418-528359.wav,opochka,О чём разговор.,,,
20180618_zii1932_a-6566124-6568507,зии1932,6566.124,6568.507,audio_files/20180618_zii1932_a-6566124-6568507.wav,opochka,"Ну вы-то, может, не глядели...",,,
Keba_KMV1919-1162175-1165225,KMV1919,1162.175,1165.225,audio_files/Keba_KMV1919-1162175-1165225.wav,keba,"вот тут вот одна припевка есть у меня, спеть ли. ",,,
20180618_zii1932_a-3677679-3679190,зии1932,3677.679,3679.19,audio_files/20180618_zii1932_a-3677679-3679190.wav,opochka," куда он ходит,",,,
Keba_MAS1916_2-110828-113917,MAS1916,110.828,113.917,audio_files/Keba_MAS1916_2-110828-113917.wav,keba,"а молодка-то пришла и говорит, у тебя, говорит, где девка-то? ",,,
Keba_MAS1916_2-2311682-2316812,MAS1916,2311.682,2316.812,audio_files/Keba_MAS1916_2-2311682-2316812.wav,keba,"Но, но, ремонтируют сейчас они, ремонтируют, целая бригада, наверное, наставлены ремонтировать. ",,,
020721_VIK1941_Razdorskaya-3696520-3700474,Interviewer,3696.52,3700.474,audio_files/020721_VIK1941_Razdorskaya-3696520-3700474.wav,standart,Как же они без наркоза будут? ,,,
04072022_TNG1957_Melikhovskaya-4332186-4333186,TNG1957,4332.186,4333.186,audio_files/04072022_TNG1957_Melikhovskaya-4332186-4333186.wav,don_rnd,Училась в школе. ,,,
20180618_enm1930-1831597-1833517,енм1930,1831.597,1833.517,audio_files/20180618_enm1930-1831597-1833517.wav,opochka,И задерутся.,,,
20180619_vav1949-1024207-1026211,Interviewer,1024.207,1026.211,audio_files/20180619_vav1949-1024207-1026211.wav,standart,"Ничего себе, а колдуны есть?",,,
Keba_KMV1919-3038212-3044865,KMV1919,3038.212,3044.865,audio_files/Keba_KMV1919-3038212-3044865.wav,keba,"А тепло стало, мясо отволгло и мясо у нас еще семь килограмм лишнего было.  ",,,
Keba_KMV1919-3147238-3160537,KMV1919,3147.238,3160.537,audio_files/Keba_KMV1919-3147238-3160537.wav,keba,"Да. Яндали. Яндаешь-яндаешь с ей, и пойдёт сосна-то, и спихаем, да раскряжуем, да
         дорожку развернём, да вот и кони поедут, на санях да на подсанках,  ",,,
Keba_MAS1916_2-3033841-3035002,Other,3033.841,3035.002,audio_files/Keba_MAS1916_2-3033841-3035002.wav,keba,"Ну, чё ещё? ",,,
20180619_vav1949-1083914-1084998,Interviewer,1083.914,1084.998,audio_files/20180619_vav1949-1083914-1084998.wav,standart,"Кто была, извините?",,,
020721_VIK1941_Razdorskaya-5095649-5103316,VIK1941,5095.649,5103.316,audio_files/020721_VIK1941_Razdorskaya-5095649-5103316.wav,don_rnd,"Вот у неё подушка, одеялочка детская, вдвое сшитая,  ",,,
20180618_zii1932_a-6022659-6023448,Interviewer,6022.659,6023.448,audio_files/20180618_zii1932_a-6022659-6023448.wav,standart,и дожди идут,,,
Sib_17-m_31.19_32.479,Sib_17-m,31.19,32.479,./trimmed/Sib_17-m_31.19_32.479.wav,standart,Это ещё была война.,m,70.0,elderly
20180618_zii1932_a-6786859-6788960,зии1932,6786.859,6788.96,audio_files/20180618_zii1932_a-6786859-6788960.wav,opochka,"Не знаешь, куда их деть.",,,
20180618_zii1932_a-5758689-5761812,зии1932,5758.689,5761.812,audio_files/20180618_zii1932_a-5758689-5761812.wav,opochka,Зимой дрова заготовлять надо:,,,
Keba_MAS1916_2-77030-80152,MAS1916,77.03,80.152,audio_files/Keba_MAS1916_2-77030-80152.wav,keba,"О, господи помилуй, ак вот так. ",,,
20180618_enm1930-2370764-2378189,енм1930,2370.764,2378.189,audio_files/20180618_enm1930-2370764-2378189.wav,opochka,Земляника. А потом пойдёт вот в июле = пойдёт черника.,,,
Keba_MAS1916_1-906352-917662,MAS1916,906.352,917.662,audio_files/Keba_MAS1916_1-906352-917662.wav,keba,"Но вот, и заветились, если придет домой Проня, то пускай на поветь заедут, ворота
         откроют, на поветь заедут, лошадь распрягут, и лошадь уведут во двор, заведут. ",,,
04072022_TNG1957_Melikhovskaya-4449431-4452171,TNG1957,4449.431,4452.171,audio_files/04072022_TNG1957_Melikhovskaya-4449431-4452171.wav,don_rnd,"Через парк идешь вот ниже-ниже улицы, когда храм. ",,,
20180618_enm1930-270240-270890,Interviewer,270.24,270.89,audio_files/20180618_enm1930-270240-270890.wav,standart,Брод?,,,
