,informant,start,end,filename,corpus,text,gender,age
04072022_TNG1957_Melikhovskaya-3854166-3855394,Interviewer2,3854.166,3855.394,audio_files/04072022_TNG1957_Melikhovskaya-3854166-3855394.wav,standart,Или что-то такое. ,,
04072022_TNG1957_Melikhovskaya-3854611-3855505,TNG1957,3854.611,3855.505,audio_files/04072022_TNG1957_Melikhovskaya-3854611-3855505.wav,don_rnd,Наперник? ,,
04072022_TNG1957_Melikhovskaya-3855506-3857539,TNG1957,3855.506,3857.539,audio_files/04072022_TNG1957_Melikhovskaya-3855506-3857539.wav,don_rnd,"Ну, это как наволочка. ",,
04072022_TNG1957_Melikhovskaya-3855532-3856346,Interviewer2,3855.532,3856.346,audio_files/04072022_TNG1957_Melikhovskaya-3855532-3856346.wav,standart,"Да, что это? ",,
04072022_TNG1957_Melikhovskaya-3857546-3858832,TNG1957,3857.546,3858.832,audio_files/04072022_TNG1957_Melikhovskaya-3857546-3858832.wav,don_rnd,В которую влаживался. ,,
04072022_TNG1957_Melikhovskaya-3858832-3862439,TNG1957,3858.832,3862.439,audio_files/04072022_TNG1957_Melikhovskaya-3858832-3862439.wav,don_rnd,"Но только не из простого материала, специальный есть плотный материал для наперника. ",,
04072022_TNG1957_Melikhovskaya-3863315-3868362,TNG1957,3863.315,3868.362,audio_files/04072022_TNG1957_Melikhovskaya-3863315-3868362.wav,don_rnd,"Ну вот, их шили и туда напихивали. Я откуда знаю, я это уже видела, как мать делала. ",,
04072022_TNG1957_Melikhovskaya-3864026-3864533,Interviewer1,3864.026,3864.533,audio_files/04072022_TNG1957_Melikhovskaya-3864026-3864533.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-3868715-3869421,TNG1957,3868.715,3869.421,audio_files/04072022_TNG1957_Melikhovskaya-3868715-3869421.wav,don_rnd,Ну вот. ,,
04072022_TNG1957_Melikhovskaya-3871285-3871825,Interviewer1,3871.285,3871.825,audio_files/04072022_TNG1957_Melikhovskaya-3871285-3871825.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-3871798-3874592,TNG1957,3871.798,3874.592,audio_files/04072022_TNG1957_Melikhovskaya-3871798-3874592.wav,don_rnd,"Ну, перины ж были на кровати. ",,
04072022_TNG1957_Melikhovskaya-3875166-3878519,TNG1957,3875.166,3878.519,audio_files/04072022_TNG1957_Melikhovskaya-3875166-3878519.wav,don_rnd,"Ой, еще немножко это, а потом я их все посдавала и... ",,
04072022_TNG1957_Melikhovskaya-3878552-3879652,TNG1957,3878.552,3879.652,audio_files/04072022_TNG1957_Melikhovskaya-3878552-3879652.wav,don_rnd,подушки и перины. ,,
04072022_TNG1957_Melikhovskaya-3880086-3882092,TNG1957,3880.086,3882.092,audio_files/04072022_TNG1957_Melikhovskaya-3880086-3882092.wav,don_rnd,Потому что у меня началась аллергия. ,,
04072022_TNG1957_Melikhovskaya-3881852-3882612,Interviewer1,3881.852,3882.612,audio_files/04072022_TNG1957_Melikhovskaya-3881852-3882612.wav,standart,Ой. ,,
04072022_TNG1957_Melikhovskaya-3882973-3886499,TNG1957,3882.973,3886.499,audio_files/04072022_TNG1957_Melikhovskaya-3882973-3886499.wav,don_rnd,"И сейчас у меня, вы ж видите, у меня временами голос пропадает. ",,
04072022_TNG1957_Melikhovskaya-3886626-3887126,Interviewer1,3886.626,3887.126,audio_files/04072022_TNG1957_Melikhovskaya-3886626-3887126.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-3887273-3890586,TNG1957,3887.273,3890.586,audio_files/04072022_TNG1957_Melikhovskaya-3887273-3890586.wav,don_rnd,"Я астматик, поэтому аллегетик, поэтому как бы это. ",,
04072022_TNG1957_Melikhovskaya-3890586-3892246,TNG1957,3890.586,3892.246,audio_files/04072022_TNG1957_Melikhovskaya-3890586-3892246.wav,don_rnd,"Значит, девочки, я вам дам. ",,
04072022_TNG1957_Melikhovskaya-3892366-3893473,TNG1957,3892.366,3893.473,audio_files/04072022_TNG1957_Melikhovskaya-3892366-3893473.wav,don_rnd,Вы между собой ,,
04072022_TNG1957_Melikhovskaya-3894346-3899519,TNG1957,3894.346,3899.519,audio_files/04072022_TNG1957_Melikhovskaya-3894346-3899519.wav,don_rnd,"распространие, потому что вам, я поняла, нужно диплом писать, тут вот эти песни, все
         отпечатаны слова. ",,
04072022_TNG1957_Melikhovskaya-3899519-3901319,Interviewer1,3899.519,3901.319,audio_files/04072022_TNG1957_Melikhovskaya-3899519-3901319.wav,standart,Мы потом вот это вот берем. ,,
04072022_TNG1957_Melikhovskaya-3901506-3903472,Interviewer1,3901.506,3903.472,audio_files/04072022_TNG1957_Melikhovskaya-3901506-3903472.wav,standart,И вот в библиотеку. ,,
04072022_TNG1957_Melikhovskaya-3903472-3904399,Interviewer1,3903.472,3904.399,audio_files/04072022_TNG1957_Melikhovskaya-3903472-3904399.wav,standart,В Москве. ,,
04072022_TNG1957_Melikhovskaya-3904399-3909366,Interviewer1,3904.399,3909.366,audio_files/04072022_TNG1957_Melikhovskaya-3904399-3909366.wav,standart,"В Петербурге есть, вот это все обратываем, отдаем, ну как вклад в историю, так сказать. ",,
04072022_TNG1957_Melikhovskaya-3908692-3909245,TNG1957,3908.692,3909.245,audio_files/04072022_TNG1957_Melikhovskaya-3908692-3909245.wav,don_rnd,Угу. ,,
04072022_TNG1957_Melikhovskaya-3910205-3912171,TNG1957,3910.205,3912.171,audio_files/04072022_TNG1957_Melikhovskaya-3910205-3912171.wav,don_rnd,А специальность какая? ,,
04072022_TNG1957_Melikhovskaya-3910465-3912078,Interviewer1,3910.465,3912.078,audio_files/04072022_TNG1957_Melikhovskaya-3910465-3912078.wav,standart,Спасибо большое! ,,
04072022_TNG1957_Melikhovskaya-3912261-3914481,Interviewer1,3912.261,3914.481,audio_files/04072022_TNG1957_Melikhovskaya-3912261-3914481.wav,standart,"Филологи, да. ",,
04072022_TNG1957_Melikhovskaya-3914854-3916141,TNG1957,3914.854,3916.141,audio_files/04072022_TNG1957_Melikhovskaya-3914854-3916141.wav,don_rnd,"Русский, литература. ",,
04072022_TNG1957_Melikhovskaya-3916137-3918877,Interviewer1,3916.137,3918.877,audio_files/04072022_TNG1957_Melikhovskaya-3916137-3918877.wav,standart,"Русский, литература, ну, и иностранные там языки. ",,
04072022_TNG1957_Melikhovskaya-3916394-3916767,Interviewer2,3916.394,3916.767,audio_files/04072022_TNG1957_Melikhovskaya-3916394-3916767.wav,standart,Да. ,,
04072022_TNG1957_Melikhovskaya-3919612-3921026,Interviewer1,3919.612,3921.026,audio_files/04072022_TNG1957_Melikhovskaya-3919612-3921026.wav,standart,Вот мы в основном [нрзб]. ,,
04072022_TNG1957_Melikhovskaya-3920499-3925979,TNG1957,3920.499,3925.979,audio_files/04072022_TNG1957_Melikhovskaya-3920499-3925979.wav,don_rnd,"Ну вот у меня внук, который вот это вот, собирается в пед поступать, он, значит как,
         сдал ",,
04072022_TNG1957_Melikhovskaya-3926246-3928039,TNG1957,3926.246,3928.039,audio_files/04072022_TNG1957_Melikhovskaya-3926246-3928039.wav,don_rnd,после девятого-то ГИА. ,,
04072022_TNG1957_Melikhovskaya-3929086-3930869,TNG1957,3929.086,3930.869,audio_files/04072022_TNG1957_Melikhovskaya-3929086-3930869.wav,don_rnd,Математику на четверку. ,,
04072022_TNG1957_Melikhovskaya-3930869-3932329,TNG1957,3930.869,3932.329,audio_files/04072022_TNG1957_Melikhovskaya-3930869-3932329.wav,don_rnd,Общество на пятерку. ,,
04072022_TNG1957_Melikhovskaya-3932719-3937346,TNG1957,3932.719,3937.346,audio_files/04072022_TNG1957_Melikhovskaya-3932719-3937346.wav,don_rnd,"Русский на пятерку, собеседование на пятерку, а историю, правда, на четверку. ",,
04072022_TNG1957_Melikhovskaya-3937353-3938619,TNG1957,3937.353,3938.619,audio_files/04072022_TNG1957_Melikhovskaya-3937353-3938619.wav,don_rnd,Но он сфилонил. ,,
04072022_TNG1957_Melikhovskaya-3938626-3940372,TNG1957,3938.626,3940.372,audio_files/04072022_TNG1957_Melikhovskaya-3938626-3940372.wav,don_rnd,Сказал: я посмотрел на задание. ,,
04072022_TNG1957_Melikhovskaya-3940762-3943826,TNG1957,3940.762,3943.826,audio_files/04072022_TNG1957_Melikhovskaya-3940762-3943826.wav,don_rnd,Ох дохрена могу запутаться. ,,
04072022_TNG1957_Melikhovskaya-3944399-3947519,TNG1957,3944.399,3947.519,audio_files/04072022_TNG1957_Melikhovskaya-3944399-3947519.wav,don_rnd,"И я, говорит, быстренько сдал, прикинул, что на четверку хватит. ",,
04072022_TNG1957_Melikhovskaya-3947519-3950742,TNG1957,3947.519,3950.742,audio_files/04072022_TNG1957_Melikhovskaya-3947519-3950742.wav,don_rnd,Только сдал и смылся. Я говорю: подожди. ,,
04072022_TNG1957_Melikhovskaya-3951285-3952885,Interviewer1,3951.285,3952.885,audio_files/04072022_TNG1957_Melikhovskaya-3951285-3952885.wav,standart,Умно. ,,
04072022_TNG1957_Melikhovskaya-3953459-3956979,TNG1957,3953.459,3956.979,audio_files/04072022_TNG1957_Melikhovskaya-3953459-3956979.wav,don_rnd,"Ну, у него четыре и тридцать один проходной. ",,
04072022_TNG1957_Melikhovskaya-3957406-3959686,TNG1957,3957.406,3959.686,audio_files/04072022_TNG1957_Melikhovskaya-3957406-3959686.wav,don_rnd,"В этом, в веде= в дипломе. ",,
04072022_TNG1957_Melikhovskaya-3960392-3960859,Interviewer1,3960.392,3960.859,audio_files/04072022_TNG1957_Melikhovskaya-3960392-3960859.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-3961162-3963382,Interviewer1,3961.162,3963.382,audio_files/04072022_TNG1957_Melikhovskaya-3961162-3963382.wav,standart,А невесте как платье делали? ,,
04072022_TNG1957_Melikhovskaya-3961189-3961795,TNG1957,3961.189,3961.795,audio_files/04072022_TNG1957_Melikhovskaya-3961189-3961795.wav,don_rnd,[нрзб]. ,,
04072022_TNG1957_Melikhovskaya-3964779-3966846,Interviewer1,3964.779,3966.846,audio_files/04072022_TNG1957_Melikhovskaya-3964779-3966846.wav,standart,Ну вот покупать -- этот понятно. ,,
04072022_TNG1957_Melikhovskaya-3967359-3969633,TNG1957,3967.359,3969.633,audio_files/04072022_TNG1957_Melikhovskaya-3967359-3969633.wav,don_rnd,"Все, вот знаете, как вот, кто-то купил. ",,
04072022_TNG1957_Melikhovskaya-3969686-3973759,TNG1957,3969.686,3973.759,audio_files/04072022_TNG1957_Melikhovskaya-3969686-3973759.wav,don_rnd,"Как я вот лично замуж когда выходила, кинулась фату, где ее брать? ",,
04072022_TNG1957_Melikhovskaya-3971379-3971992,Interviewer1,3971.379,3971.992,audio_files/04072022_TNG1957_Melikhovskaya-3971379-3971992.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-3974599-3979452,TNG1957,3974.599,3979.452,audio_files/04072022_TNG1957_Melikhovskaya-3974599-3979452.wav,don_rnd,Вот мать ее где-то у кого-то взяла напрокат. ,,
04072022_TNG1957_Melikhovskaya-3980126-3982212,TNG1957,3980.126,3982.212,audio_files/04072022_TNG1957_Melikhovskaya-3980126-3982212.wav,don_rnd,Кто вперед меня замуж выходил. ,,
04072022_TNG1957_Melikhovskaya-3982966-3985009,TNG1957,3982.966,3985.009,audio_files/04072022_TNG1957_Melikhovskaya-3982966-3985009.wav,don_rnd,"Веночек, естественно, был такой. ",,
04072022_TNG1957_Melikhovskaya-3987379-3989059,TNG1957,3987.379,3989.059,audio_files/04072022_TNG1957_Melikhovskaya-3987379-3989059.wav,don_rnd,А где-то тут есть веночек. ,,
04072022_TNG1957_Melikhovskaya-3989509-3991896,Interviewer1,3989.509,3991.896,audio_files/04072022_TNG1957_Melikhovskaya-3989509-3991896.wav,standart,"А веночек, он был обязательным у всех, да? ",,
04072022_TNG1957_Melikhovskaya-3991319-3991912,TNG1957,3991.319,3991.912,audio_files/04072022_TNG1957_Melikhovskaya-3991319-3991912.wav,don_rnd,Вот. ,,
04072022_TNG1957_Melikhovskaya-3991965-3994225,TNG1957,3991.965,3994.225,audio_files/04072022_TNG1957_Melikhovskaya-3991965-3994225.wav,don_rnd,"Вот такой вот веночек. Видите, какой раньше был. ",,
04072022_TNG1957_Melikhovskaya-3994442-3996588,Interviewer1,3994.442,3996.588,audio_files/04072022_TNG1957_Melikhovskaya-3994442-3996588.wav,standart,"Ой, а можно сфотографировать. Красиво. ",,
04072022_TNG1957_Melikhovskaya-3995953-3999633,TNG1957,3995.953,3999.633,audio_files/04072022_TNG1957_Melikhovskaya-3995953-3999633.wav,don_rnd,"Да я тебе сейчас скину, у меня она есть более-менее приличная. ",,
04072022_TNG1957_Melikhovskaya-3998450-3999603,Interviewer1,3998.45,3999.603,audio_files/04072022_TNG1957_Melikhovskaya-3998450-3999603.wav,standart,Давайте. ,,
04072022_TNG1957_Melikhovskaya-4000183-4001816,TNG1957,4000.183,4001.816,audio_files/04072022_TNG1957_Melikhovskaya-4000183-4001816.wav,don_rnd,"Фотография, потому что это. ",,
04072022_TNG1957_Melikhovskaya-4002496-4004502,TNG1957,4002.496,4004.502,audio_files/04072022_TNG1957_Melikhovskaya-4002496-4004502.wav,don_rnd,Лена делала вот недавно. ,,
04072022_TNG1957_Melikhovskaya-4003822-4004429,Interviewer1,4003.822,4004.429,audio_files/04072022_TNG1957_Melikhovskaya-4003822-4004429.wav,standart,Ага. ,,
04072022_TNG1957_Melikhovskaya-4006395-4007322,TNG1957,4006.395,4007.322,audio_files/04072022_TNG1957_Melikhovskaya-4006395-4007322.wav,don_rnd,Сейчас фото. ,,
04072022_TNG1957_Melikhovskaya-4008401-4009141,TNG1957,4008.401,4009.141,audio_files/04072022_TNG1957_Melikhovskaya-4008401-4009141.wav,don_rnd,Есть у меня. ,,
04072022_TNG1957_Melikhovskaya-4010148-4010701,TNG1957,4010.148,4010.701,audio_files/04072022_TNG1957_Melikhovskaya-4010148-4010701.wav,don_rnd,Ну вот. ,,
04072022_TNG1957_Melikhovskaya-4011241-4014214,TNG1957,4011.241,4014.214,audio_files/04072022_TNG1957_Melikhovskaya-4011241-4014214.wav,don_rnd,И специально бабушка тут делала цветы вот. ,,
04072022_TNG1957_Melikhovskaya-4014664-4015870,TNG1957,4014.664,4015.87,audio_files/04072022_TNG1957_Melikhovskaya-4014664-4015870.wav,don_rnd,И веночки вот эти вот. ,,
04072022_TNG1957_Melikhovskaya-4015970-4017477,TNG1957,4015.97,4017.477,audio_files/04072022_TNG1957_Melikhovskaya-4015970-4017477.wav,don_rnd,И она собирала фату. ,,
04072022_TNG1957_Melikhovskaya-4017832-4020859,TNG1957,4017.832,4020.859,audio_files/04072022_TNG1957_Melikhovskaya-4017832-4020859.wav,don_rnd,"Вот там ее самое главное, чтоб собрать как красиво. ",,
04072022_TNG1957_Melikhovskaya-4021999-4024319,TNG1957,4021.999,4024.319,audio_files/04072022_TNG1957_Melikhovskaya-4021999-4024319.wav,don_rnd,"Фата была разная, у кого-то вот так. ",,
04072022_TNG1957_Melikhovskaya-4024322-4028339,TNG1957,4024.322,4028.339,audio_files/04072022_TNG1957_Melikhovskaya-4024322-4028339.wav,don_rnd,"У кого-то до полу, ну, кто какую найдет. ",,
04072022_TNG1957_Melikhovskaya-4032086-4032986,TNG1957,4032.086,4032.986,audio_files/04072022_TNG1957_Melikhovskaya-4032086-4032986.wav,don_rnd,Так-с. ,,
04072022_TNG1957_Melikhovskaya-4035953-4036966,TNG1957,4035.953,4036.966,audio_files/04072022_TNG1957_Melikhovskaya-4035953-4036966.wav,don_rnd,Грузись. ,,
04072022_TNG1957_Melikhovskaya-4041286-4043313,Interviewer1,4041.286,4043.313,audio_files/04072022_TNG1957_Melikhovskaya-4041286-4043313.wav,standart,"А Вы еще говорили, что вот [нрзб]. ",,
04072022_TNG1957_Melikhovskaya-4042866-4045846,TNG1957,4042.866,4045.846,audio_files/04072022_TNG1957_Melikhovskaya-4042866-4045846.wav,don_rnd,"Вот такие у нас костюмы летние, девчата, вот. ",,
04072022_TNG1957_Melikhovskaya-4046632-4047586,TNG1957,4046.632,4047.586,audio_files/04072022_TNG1957_Melikhovskaya-4046632-4047586.wav,don_rnd,Мы в хор ходим. ,,
04072022_TNG1957_Melikhovskaya-4048366-4050072,Interviewer1,4048.366,4050.072,audio_files/04072022_TNG1957_Melikhovskaya-4048366-4050072.wav,standart,"Покажите, угу, угу. ",,
04072022_TNG1957_Melikhovskaya-4050469-4051369,Interviewer1,4050.469,4051.369,audio_files/04072022_TNG1957_Melikhovskaya-4050469-4051369.wav,standart,Красота. ,,
04072022_TNG1957_Melikhovskaya-4051722-4052536,TNG1957,4051.722,4052.536,audio_files/04072022_TNG1957_Melikhovskaya-4051722-4052536.wav,don_rnd,Ну вот. ,,
04072022_TNG1957_Melikhovskaya-4056073-4058486,TNG1957,4056.073,4058.486,audio_files/04072022_TNG1957_Melikhovskaya-4056073-4058486.wav,don_rnd,"Вот же над конем над нашим, видели уже? ",,
04072022_TNG1957_Melikhovskaya-4058102-4059702,Interviewer1,4058.102,4059.702,audio_files/04072022_TNG1957_Melikhovskaya-4058102-4059702.wav,standart,"Угу, угу. ",,
04072022_TNG1957_Melikhovskaya-4058605-4059692,Interviewer2,4058.605,4059.692,audio_files/04072022_TNG1957_Melikhovskaya-4058605-4059692.wav,standart,Да-да. ,,
04072022_TNG1957_Melikhovskaya-4059878-4061731,TNG1957,4059.878,4061.731,audio_files/04072022_TNG1957_Melikhovskaya-4059878-4061731.wav,don_rnd,"Ну вот, сейчас я. ",,
04072022_TNG1957_Melikhovskaya-4061734-4064201,Interviewer1,4061.734,4064.201,audio_files/04072022_TNG1957_Melikhovskaya-4061734-4064201.wav,standart,А вот у невесты этот венок все носили или как? ,,
04072022_TNG1957_Melikhovskaya-4064230-4064757,TNG1957,4064.23,4064.757,audio_files/04072022_TNG1957_Melikhovskaya-4064230-4064757.wav,don_rnd,Все. ,,
04072022_TNG1957_Melikhovskaya-4065663-4066396,TNG1957,4065.663,4066.396,audio_files/04072022_TNG1957_Melikhovskaya-4065663-4066396.wav,don_rnd,А вот это мы. ,,
04072022_TNG1957_Melikhovskaya-4066832-4068619,TNG1957,4066.832,4068.619,audio_files/04072022_TNG1957_Melikhovskaya-4066832-4068619.wav,don_rnd,"Студент, в будущем. ",,
04072022_TNG1957_Melikhovskaya-4066922-4067335,Interviewer1,4066.922,4067.335,audio_files/04072022_TNG1957_Melikhovskaya-4066922-4067335.wav,standart,А? ,,
04072022_TNG1957_Melikhovskaya-4069159-4072052,TNG1957,4069.159,4072.052,audio_files/04072022_TNG1957_Melikhovskaya-4069159-4072052.wav,don_rnd,"Поверите, что у него было девяносто шесть килограмм два года назад? ",,
04072022_TNG1957_Melikhovskaya-4072268-4072648,Interviewer1,4072.268,4072.648,audio_files/04072022_TNG1957_Melikhovskaya-4072268-4072648.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-4073301-4075115,TNG1957,4073.301,4075.115,audio_files/04072022_TNG1957_Melikhovskaya-4073301-4075115.wav,don_rnd,Он был очень толстым. ,,
04072022_TNG1957_Melikhovskaya-4074565-4075125,Interviewer1,4074.565,4075.125,audio_files/04072022_TNG1957_Melikhovskaya-4074565-4075125.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-4075628-4078608,TNG1957,4075.628,4078.608,audio_files/04072022_TNG1957_Melikhovskaya-4075628-4078608.wav,don_rnd,Он за два года скинул тридцать килограмм. ,,
04072022_TNG1957_Melikhovskaya-4080366-4081146,Interviewer1,4080.366,4081.146,audio_files/04072022_TNG1957_Melikhovskaya-4080366-4081146.wav,standart,Молодец. ,,
04072022_TNG1957_Melikhovskaya-4081359-4081879,Interviewer2,4081.359,4081.879,audio_files/04072022_TNG1957_Melikhovskaya-4081359-4081879.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-4087059-4088659,TNG1957,4087.059,4088.659,audio_files/04072022_TNG1957_Melikhovskaya-4087059-4088659.wav,don_rnd,Так это я где? ,,
04072022_TNG1957_Melikhovskaya-4088992-4091026,TNG1957,4088.992,4091.026,audio_files/04072022_TNG1957_Melikhovskaya-4088992-4091026.wav,don_rnd,"А, это день социального работника. ",,
04072022_TNG1957_Melikhovskaya-4091046-4091486,Interviewer1,4091.046,4091.486,audio_files/04072022_TNG1957_Melikhovskaya-4091046-4091486.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-4091389-4092756,TNG1957,4091.389,4092.756,audio_files/04072022_TNG1957_Melikhovskaya-4091389-4092756.wav,don_rnd,"Так, по-другому [нрзб]. ",,
04072022_TNG1957_Melikhovskaya-4099406-4101366,TNG1957,4099.406,4101.366,audio_files/04072022_TNG1957_Melikhovskaya-4099406-4101366.wav,don_rnd,Сейчас скинем вам. ,,
04072022_TNG1957_Melikhovskaya-4102352-4108412,Interviewer1,4102.352,4108.412,audio_files/04072022_TNG1957_Melikhovskaya-4102352-4108412.wav,standart,"Вот Вы говорили, что невесту с женихом посыпают всяким хлебом, это все. Это что-то
         символизировало? ",,
04072022_TNG1957_Melikhovskaya-4108540-4109080,TNG1957,4108.54,4109.08,audio_files/04072022_TNG1957_Melikhovskaya-4108540-4109080.wav,don_rnd,А? ,,
04072022_TNG1957_Melikhovskaya-4109147-4110687,Interviewer1,4109.147,4110.687,audio_files/04072022_TNG1957_Melikhovskaya-4109147-4110687.wav,standart,Символизировало что-то? ,,
04072022_TNG1957_Melikhovskaya-4110620-4113700,TNG1957,4110.62,4113.7,audio_files/04072022_TNG1957_Melikhovskaya-4110620-4113700.wav,don_rnd,"Ну вот, наверное, что-то символизировало. ",,
04072022_TNG1957_Melikhovskaya-4114117-4114557,Interviewer1,4114.117,4114.557,audio_files/04072022_TNG1957_Melikhovskaya-4114117-4114557.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-4114540-4115974,TNG1957,4114.54,4115.974,audio_files/04072022_TNG1957_Melikhovskaya-4114540-4115974.wav,don_rnd,А вот это я на конкурсе. ,,
04072022_TNG1957_Melikhovskaya-4119312-4120279,Interviewer2,4119.312,4120.279,audio_files/04072022_TNG1957_Melikhovskaya-4119312-4120279.wav,standart,Красиво. ,,
04072022_TNG1957_Melikhovskaya-4121305-4123788,TNG1957,4121.305,4123.788,audio_files/04072022_TNG1957_Melikhovskaya-4121305-4123788.wav,don_rnd,Платок привезла себе с Гуамского ущелья. ,,
04072022_TNG1957_Melikhovskaya-4124309-4124643,Interviewer1,4124.309,4124.643,audio_files/04072022_TNG1957_Melikhovskaya-4124309-4124643.wav,standart,Хм. ,,
04072022_TNG1957_Melikhovskaya-4125899-4126766,Interviewer1,4125.899,4126.766,audio_files/04072022_TNG1957_Melikhovskaya-4125899-4126766.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-4127375-4127895,Interviewer1,4127.375,4127.895,audio_files/04072022_TNG1957_Melikhovskaya-4127375-4127895.wav,standart,Пришла. ,,
04072022_TNG1957_Melikhovskaya-4129085-4129992,TNG1957,4129.085,4129.992,audio_files/04072022_TNG1957_Melikhovskaya-4129085-4129992.wav,don_rnd,Угу. ,,
04072022_TNG1957_Melikhovskaya-4130808-4132175,TNG1957,4130.808,4132.175,audio_files/04072022_TNG1957_Melikhovskaya-4130808-4132175.wav,don_rnd,Поделиться. ,,
04072022_TNG1957_Melikhovskaya-4137506-4138426,TNG1957,4137.506,4138.426,audio_files/04072022_TNG1957_Melikhovskaya-4137506-4138426.wav,don_rnd,Ватсап. ,,
04072022_TNG1957_Melikhovskaya-4139206-4143432,Interviewer1,4139.206,4143.432,audio_files/04072022_TNG1957_Melikhovskaya-4139206-4143432.wav,standart,"А народные костюмы надевали, вот как здесь, или это просто для записи было? ",,
04072022_TNG1957_Melikhovskaya-4144166-4145079,TNG1957,4144.166,4145.079,audio_files/04072022_TNG1957_Melikhovskaya-4144166-4145079.wav,don_rnd,Вот это? ,,
04072022_TNG1957_Melikhovskaya-4144912-4145399,Interviewer1,4144.912,4145.399,audio_files/04072022_TNG1957_Melikhovskaya-4144912-4145399.wav,standart,Да. ,,
04072022_TNG1957_Melikhovskaya-4145645-4147558,TNG1957,4145.645,4147.558,audio_files/04072022_TNG1957_Melikhovskaya-4145645-4147558.wav,don_rnd,"Ну, там наши хоровые. ",,
04072022_TNG1957_Melikhovskaya-4147600-4150873,Interviewer1,4147.6,4150.873,audio_files/04072022_TNG1957_Melikhovskaya-4147600-4150873.wav,standart,"Нет-нет, вот на свадьбы надевали или ходили вот? ",,
04072022_TNG1957_Melikhovskaya-4150819-4153179,TNG1957,4150.819,4153.179,audio_files/04072022_TNG1957_Melikhovskaya-4150819-4153179.wav,don_rnd,"Нет, это просто мы для записи. ",,
04072022_TNG1957_Melikhovskaya-4153386-4154066,Interviewer1,4153.386,4154.066,audio_files/04072022_TNG1957_Melikhovskaya-4153386-4154066.wav,standart,Угу. ,,
04072022_TNG1957_Melikhovskaya-4153823-4156576,TNG1957,4153.823,4156.576,audio_files/04072022_TNG1957_Melikhovskaya-4153823-4156576.wav,don_rnd,"А так каждый в своей одежде приходил, кто в чем. ",,
04072022_TNG1957_Melikhovskaya-4156972-4159152,Interviewer1,4156.972,4159.152,audio_files/04072022_TNG1957_Melikhovskaya-4156972-4159152.wav,standart,"То есть [нрзб] или вот, допустим. ",,
04072022_TNG1957_Melikhovskaya-4159632-4163919,Interviewer1,4159.632,4163.919,audio_files/04072022_TNG1957_Melikhovskaya-4159632-4163919.wav,standart,"А вот свашка, дру= дружко, у них какие-то особые наряды были? ",,
04072022_TNG1957_Melikhovskaya-4165126-4168026,TNG1957,4165.126,4168.026,audio_files/04072022_TNG1957_Melikhovskaya-4165126-4168026.wav,don_rnd,"Нет, нет, каждый в своей одежде. ",,
04072022_TNG1957_Melikhovskaya-4165779-4167753,Interviewer1,4165.779,4167.753,audio_files/04072022_TNG1957_Melikhovskaya-4165779-4167753.wav,standart,Или помимо [нрзб]. ,,
04072022_TNG1957_Melikhovskaya-4168119-4169146,Interviewer1,4168.119,4169.146,audio_files/04072022_TNG1957_Melikhovskaya-4168119-4169146.wav,standart,"Ну, то есть в обычной. ",,
04072022_TNG1957_Melikhovskaya-4168651-4170864,TNG1957,4168.651,4170.864,audio_files/04072022_TNG1957_Melikhovskaya-4168651-4170864.wav,don_rnd,"Только, только что вот эти перевязки, все. ",,
04072022_TNG1957_Melikhovskaya-4170494-4170860,Interviewer1,4170.494,4170.86,audio_files/04072022_TNG1957_Melikhovskaya-4170494-4170860.wav,standart,А. ,,
04072022_TNG1957_Melikhovskaya-4170867-4172654,Interviewer2,4170.867,4172.654,audio_files/04072022_TNG1957_Melikhovskaya-4170867-4172654.wav,standart,А у жениха что это на груди? ,,
04072022_TNG1957_Melikhovskaya-4173070-4174643,Interviewer2,4173.07,4174.643,audio_files/04072022_TNG1957_Melikhovskaya-4173070-4174643.wav,standart,Вот у Вашего мужа. ,,
04072022_TNG1957_Melikhovskaya-4173826-4174786,TNG1957,4173.826,4174.786,audio_files/04072022_TNG1957_Melikhovskaya-4173826-4174786.wav,don_rnd,Цветочек. ,,
04072022_TNG1957_Melikhovskaya-4175423-4176663,Interviewer1,4175.423,4176.663,audio_files/04072022_TNG1957_Melikhovskaya-4175423-4176663.wav,standart,"А он так и называется, да? ",,
04072022_TNG1957_Melikhovskaya-4176532-4180252,TNG1957,4176.532,4180.252,audio_files/04072022_TNG1957_Melikhovskaya-4176532-4180252.wav,don_rnd,"Ну да, све= для жени= э, такие цветы делали, с белые. ",,
04072022_TNG1957_Melikhovskaya-4180573-4183539,TNG1957,4180.573,4183.539,audio_files/04072022_TNG1957_Melikhovskaya-4180573-4183539.wav,don_rnd,"Только для жениха и его друга, все, больше никому. ",,
